Index,Roll Value,Roll Avg
370,4,3.5945945945945947
371,2,3.5902964959568733
372,3,3.588709677419355
373,6,3.5951742627345844
374,3,3.593582887700535
375,3,3.592
376,6,3.598404255319149
377,1,3.5915119363395225
378,2,3.5873015873015874
379,2,3.58311345646438
380,2,3.5789473684210527
381,3,3.57742782152231
382,6,3.5837696335078535
383,3,3.5822454308093996
384,5,3.5859375
385,4,3.587012987012987
386,3,3.5854922279792745
387,4,3.58656330749354
388,3,3.5850515463917527
389,4,3.5861182519280206
390,1,3.5794871794871796
391,3,3.578005115089514
392,3,3.576530612244898
393,3,3.5750636132315523
394,2,3.5710659898477157
395,2,3.5670886075949366
396,1,3.5606060606060606
397,5,3.5642317380352644
398,5,3.5678391959798996
399,4,3.568922305764411
400,1,3.5625
401,4,3.5635910224438905
402,1,3.557213930348259
403,3,3.555831265508685
404,5,3.5594059405940595
405,6,3.565432098765432
406,2,3.561576354679803
407,4,3.5626535626535625
408,1,3.5563725490196076
409,6,3.5623471882640585
410,4,3.5634146341463415
411,5,3.5669099756690996
412,5,3.570388349514563
413,1,3.5641646489104115
414,4,3.5652173913043477
415,3,3.563855421686747
416,1,3.5576923076923075
417,2,3.553956834532374
418,2,3.550239234449761
419,5,3.5536992840095465
420,3,3.552380952380952
421,3,3.5510688836104514
422,5,3.5545023696682465
423,5,3.557919621749409
424,4,3.5589622641509435
425,3,3.5576470588235294
426,3,3.556338028169014
427,1,3.550351288056206
428,5,3.553738317757009
429,2,3.55011655011655
430,3,3.5488372093023255
431,4,3.5498839907192576
432,6,3.5555555555555554
433,1,3.5496535796766744
434,4,3.5506912442396312
435,4,3.5517241379310347
436,6,3.5573394495412844
437,4,3.5583524027459954
438,1,3.5525114155251143
439,2,3.5489749430523916
440,4,3.55
441,5,3.5532879818594103
442,5,3.5565610859728505
443,5,3.559819413092551
444,6,3.565315315315315
445,1,3.559550561797753
446,5,3.562780269058296
447,5,3.5659955257270695
448,6,3.5714285714285716
449,1,3.5657015590200447
450,5,3.568888888888889
451,5,3.5720620842572064
452,2,3.5685840707964602
453,5,3.5717439293598234
454,6,3.5770925110132157
455,4,3.578021978021978
456,2,3.574561403508772
457,4,3.575492341356674
458,2,3.572052401746725
459,4,3.5729847494553377
460,2,3.5695652173913044
461,3,3.5683297180043385
462,3,3.567099567099567
463,3,3.5658747300215983
464,3,3.564655172413793
465,6,3.5698924731182795
466,2,3.5665236051502145
467,2,3.563169164882227
468,4,3.5641025641025643
469,4,3.565031982942431
470,3,3.5638297872340425
471,4,3.564755838641189
472,3,3.5635593220338984
473,5,3.5665961945031714
474,3,3.5654008438818567
475,5,3.568421052631579
476,4,3.569327731092437
477,2,3.5660377358490565
478,1,3.5606694560669454
479,3,3.559498956158664
480,4,3.560416666666667
481,6,3.5654885654885655
482,5,3.5684647302904566
483,6,3.5734989648033126
484,6,3.5785123966942147
485,2,3.575257731958763
486,3,3.574074074074074
487,1,3.568788501026694
488,6,3.5737704918032787
489,1,3.5685071574642127
490,1,3.563265306122449
491,2,3.560081466395112
492,4,3.5609756097560976
493,2,3.5578093306288032
494,6,3.562753036437247
495,6,3.5676767676767676
496,5,3.5705645161290325
497,3,3.569416498993964
498,1,3.5642570281124497
499,2,3.561122244488978
500,4,3.562
501,2,3.5588822355289422
502,5,3.5617529880478087
503,4,3.5626242544731612
504,6,3.5674603174603177
505,5,3.5702970297029704
506,4,3.5711462450592886
507,1,3.5660749506903353
508,2,3.562992125984252
509,5,3.5658153241650297
510,5,3.5686274509803924
511,2,3.5655577299412915
512,1,3.560546875
513,4,3.56140350877193
514,4,3.562256809338521
515,4,3.563106796116505
516,4,3.563953488372093
517,4,3.5647969052224373
518,1,3.55984555984556
519,1,3.554913294797688
520,2,3.5519230769230767
521,3,3.5508637236084453
522,6,3.5555555555555554
523,4,3.5564053537284894
524,3,3.5553435114503817
525,6,3.56
526,3,3.55893536121673
527,6,3.5635673624288424
528,6,3.5681818181818183
529,3,3.56710775047259
530,6,3.5716981132075474
531,4,3.5725047080979286
532,2,3.569548872180451
533,5,3.572232645403377
534,3,3.5711610486891385
535,6,3.575700934579439
536,4,3.576492537313433
537,2,3.5735567970204842
538,6,3.5780669144981414
539,5,3.580705009276438
540,5,3.5833333333333335
541,3,3.5822550831792976
542,1,3.577490774907749
543,4,3.578268876611418
544,6,3.582720588235294
545,4,3.5834862385321102
546,4,3.5842490842490844
547,3,3.583180987202925
548,4,3.5839416058394162
549,6,3.588342440801457
550,2,3.5854545454545454
551,5,3.588021778584392
552,1,3.5833333333333335
553,2,3.580470162748644
554,4,3.5812274368231045
555,5,3.5837837837837836
556,5,3.5863309352517985
557,4,3.5870736086175943
558,6,3.5913978494623655
559,3,3.590339892665474
560,3,3.5892857142857144
561,2,3.586452762923351
562,1,3.5818505338078293
563,1,3.577264653641208
564,5,3.5797872340425534
565,6,3.584070796460177
566,2,3.581272084805654
567,5,3.583774250440917
568,4,3.584507042253521
569,1,3.5799648506151143
570,3,3.5789473684210527
571,5,3.5814360770577935
572,5,3.5839160839160837
573,6,3.588132635253054
574,3,3.587108013937282
575,5,3.5895652173913044
576,5,3.592013888888889
577,1,3.587521663778163
578,5,3.5899653979238755
579,1,3.5854922279792745
580,4,3.586206896551724
581,5,3.5886402753872635
582,5,3.59106529209622
583,5,3.5934819897084047
584,4,3.594178082191781
585,1,3.58974358974359
586,5,3.592150170648464
587,6,3.5962521294718908
588,1,3.5918367346938775
589,1,3.5874363327674024
590,2,3.5847457627118646
591,1,3.5803722504230118
592,3,3.579391891891892
593,6,3.5834738617200674
594,5,3.585858585858586
595,2,3.5831932773109245
596,3,3.5822147651006713
597,5,3.5845896147403686
598,5,3.5869565217391304
599,6,3.5909849749582636
600,6,3.595
601,3,3.594009983361065
602,4,3.5946843853820596
603,1,3.5903814262023217
604,5,3.5927152317880795
605,6,3.5966942148760332
606,1,3.592409240924092
607,2,3.5897858319604614
608,3,3.588815789473684
609,4,3.5894909688013135
610,5,3.591803278688525
611,1,3.5875613747954174
612,2,3.584967320261438
613,1,3.5807504078303425
614,4,3.5814332247557004
615,5,3.5837398373983738
616,2,3.581168831168831
617,2,3.5786061588330633
618,4,3.5792880258899675
619,6,3.5831987075928917
620,5,3.585483870967742
621,2,3.5829307568438002
622,3,3.581993569131833
623,3,3.581059390048154
624,1,3.576923076923077
625,3,3.576
626,4,3.57667731629393
627,4,3.577352472089314
628,5,3.5796178343949046
629,2,3.577106518282989
630,3,3.5761904761904764
631,5,3.578446909667195
632,6,3.5822784810126582
633,5,3.5845181674565563
634,4,3.585173501577287
635,3,3.584251968503937
636,2,3.5817610062893084
637,5,3.583987441130298
638,5,3.586206896551724
639,3,3.5852895148669797
640,6,3.5890625
641,2,3.5865834633385334
642,2,3.5841121495327104
643,3,3.583203732503888
644,1,3.579192546583851
645,4,3.57984496124031
646,2,3.5773993808049536
647,5,3.579598145285935
648,1,3.575617283950617
649,4,3.5762711864406778
650,6,3.58
651,2,3.5775729646697387
652,4,3.5782208588957056
653,4,3.578866768759571
654,6,3.5825688073394497
655,6,3.5862595419847327
656,4,3.586890243902439
657,5,3.589041095890411
658,1,3.5851063829787235
659,6,3.588770864946889
660,3,3.587878787878788
661,1,3.583963691376702
662,1,3.580060422960725
663,3,3.579185520361991
664,4,3.5798192771084336
665,3,3.5789473684210527
666,5,3.581081081081081
667,5,3.583208395802099
668,5,3.5853293413173652
669,1,3.5814648729446934
670,5,3.583582089552239
671,5,3.5856929955290613
672,5,3.587797619047619
673,5,3.5898959881129273
674,6,3.593471810089021
675,2,3.591111111111111
676,1,3.587278106508876
677,5,3.5893648449039883
678,4,3.589970501474926
679,3,3.589101620029455
680,3,3.588235294117647
681,5,3.590308370044053
682,5,3.592375366568915
683,1,3.588579795021962
684,2,3.5862573099415203
685,4,3.586861313868613
686,5,3.5889212827988337
687,4,3.589519650655022
688,1,3.5857558139534884
689,6,3.589259796806967
690,6,3.592753623188406
691,4,3.593342981186686
692,3,3.592485549132948
693,4,3.593073593073593
694,1,3.589337175792507
695,3,3.5884892086330935
696,4,3.589080459770115
697,6,3.592539454806313
698,2,3.5902578796561606
699,3,3.5894134477825466
700,2,3.587142857142857
701,3,3.586305278174037
702,4,3.5868945868945867
703,2,3.584637268847795
704,1,3.580965909090909
705,1,3.577304964539007
706,4,3.5779036827195467
707,4,3.5785007072135784
708,4,3.57909604519774
709,1,3.5754583921015515
710,3,3.574647887323944
711,3,3.5738396624472575
712,3,3.5730337078651684
713,2,3.570827489481066
714,2,3.5686274509803924
715,5,3.5706293706293706
716,4,3.57122905027933
717,3,3.5704323570432357
718,2,3.5682451253481893
719,2,3.566063977746871
720,1,3.5625
721,4,3.563106796116505
722,6,3.5664819944598336
723,6,3.5698478561549103
724,3,3.569060773480663
725,4,3.569655172413793
726,5,3.571625344352617
727,5,3.5735900962861074
728,4,3.5741758241758244
729,5,3.5761316872427984
730,6,3.5794520547945203
731,3,3.5786593707250343
732,4,3.579234972677596
733,6,3.582537517053206
734,3,3.5817438692098094
735,5,3.583673469387755
736,4,3.5842391304347827
737,5,3.5861601085481682
738,5,3.5880758807588076
739,1,3.584573748308525
740,1,3.581081081081081
741,1,3.5775978407557356
742,3,3.5768194070080863
743,3,3.576043068640646
744,5,3.577956989247312
745,6,3.581208053691275
746,3,3.5804289544235925
747,5,3.5823293172690764
748,1,3.578877005347594
749,3,3.5781041388518022
750,6,3.5813333333333333
751,6,3.5845539280958723
752,5,3.586436170212766
753,4,3.586985391766268
754,2,3.5848806366047747
755,4,3.585430463576159
756,4,3.585978835978836
757,5,3.5878467635402904
758,6,3.5910290237467017
759,6,3.5942028985507246
760,6,3.5973684210526318
761,2,3.59526938239159
762,2,3.593175853018373
763,1,3.5897771952817825
764,2,3.587696335078534
765,4,3.588235294117647
766,6,3.5913838120104438
767,3,3.590612777053455
768,3,3.58984375
769,2,3.5877763328998697
770,5,3.5896103896103897
771,6,3.5927367055771726
772,5,3.594559585492228
773,2,3.592496765847348
774,4,3.5930232558139537
775,6,3.5961290322580646
776,3,3.595360824742268
777,3,3.5945945945945947
778,6,3.5976863753213366
779,6,3.600770218228498
780,1,3.5974358974358975
781,6,3.6005121638924455
782,6,3.6035805626598467
783,5,3.6053639846743293
784,4,3.6058673469387754
785,1,3.602547770700637
786,6,3.6055979643765905
787,6,3.60864040660737
788,6,3.6116751269035534
789,1,3.6083650190114067
790,6,3.6113924050632913
791,4,3.6118836915297092
792,2,3.609848484848485
793,3,3.609079445145019
794,5,3.610831234256927
795,3,3.610062893081761
796,2,3.608040201005025
797,1,3.604767879548306
798,3,3.6040100250626566
799,2,3.602002503128911
800,6,3.605
801,2,3.602996254681648
802,4,3.603491271820449
803,1,3.600249066002491
804,3,3.599502487562189
805,5,3.6012422360248446
806,2,3.599255583126551
807,4,3.5997521685254026
808,1,3.5965346534653464
809,2,3.594561186650185
810,3,3.593827160493827
811,1,3.590628853267571
812,2,3.5886699507389164
813,6,3.591635916359164
814,4,3.592137592137592
815,3,3.5914110429447854
816,2,3.5894607843137254
817,5,3.591187270501836
818,3,3.5904645476772616
819,4,3.590964590964591
820,2,3.5890243902439023
821,2,3.587088915956151
822,4,3.5875912408759123
823,3,3.5868772782503036
824,1,3.58373786407767
825,5,3.5854545454545454
826,2,3.583535108958838
827,2,3.581620314389359
828,6,3.5845410628019323
829,1,3.581423401688782
830,1,3.5783132530120483
831,4,3.578820697954272
832,4,3.579326923076923
833,5,3.581032412965186
834,5,3.58273381294964
835,4,3.583233532934132
836,6,3.5861244019138754
837,2,3.5842293906810037
838,6,3.587112171837709
839,5,3.588796185935638
840,4,3.5892857142857144
841,4,3.5897740784780026
842,2,3.5878859857482186
843,4,3.5883748517200473
844,5,3.590047393364929
845,1,3.58698224852071
846,4,3.5874704491725766
847,5,3.58913813459268
848,6,3.5919811320754715
849,2,3.590106007067138
850,4,3.590588235294118
851,6,3.593419506462985
852,3,3.5927230046948355
853,1,3.58968347010551
854,5,3.591334894613583
855,4,3.5918128654970762
856,6,3.5946261682242993
857,3,3.5939323220536754
858,3,3.593240093240093
859,4,3.593713620488941
860,1,3.5906976744186045
861,6,3.5934959349593494
862,2,3.5916473317865427
863,6,3.5944380069524913
864,6,3.5972222222222223
865,2,3.5953757225433525
866,5,3.596997690531178
867,4,3.597462514417532
868,1,3.5944700460829493
869,4,3.5949367088607596
870,4,3.5954022988505745
871,2,3.5935706084959818
872,1,3.5905963302752295
873,6,3.593356242840779
874,3,3.5926773455377576
875,6,3.5954285714285716
876,2,3.593607305936073
877,6,3.596351197263398
878,6,3.5990888382687927
879,2,3.5972696245733786
880,2,3.5954545454545452
881,4,3.5959137343927354
882,5,3.5975056689342404
883,5,3.5990939977349945
884,2,3.5972850678733033
885,1,3.5943502824858755
886,3,3.5936794582392775
887,1,3.5907553551296507
888,3,3.59009009009009
889,5,3.591676040494938
890,6,3.59438202247191
891,1,3.591470258136925
892,5,3.5930493273542603
893,3,3.5923852183650617
894,6,3.5950782997762865
895,5,3.5966480446927376
896,5,3.5982142857142856
897,4,3.5986622073578594
898,2,3.596881959910913
899,5,3.5984427141268074
900,3,3.597777777777778
901,1,3.5948945615982244
902,2,3.5931263858093128
903,3,3.592469545957918
904,2,3.59070796460177
905,2,3.588950276243094
906,2,3.58719646799117
907,6,3.5898566703417862
908,5,3.591409691629956
909,5,3.592959295929593
910,5,3.5945054945054946
911,1,3.59165751920966
912,3,3.5910087719298245
913,1,3.588170865279299
914,1,3.585339168490153
915,3,3.5846994535519126
916,5,3.586244541484716
917,2,3.584514721919302
918,6,3.5871459694989105
919,4,3.58759521218716
920,6,3.590217391304348
921,5,3.591748099891422
922,5,3.5932754880694144
923,5,3.5947995666305523
924,4,3.5952380952380953
925,6,3.597837837837838
926,3,3.59719222462203
927,5,3.598705501618123
928,1,3.595905172413793
929,6,3.598493003229279
930,4,3.598924731182796
931,6,3.601503759398496
932,5,3.6030042918454934
933,3,3.602357984994641
934,6,3.6049250535331905
935,6,3.6074866310160427
936,3,3.606837606837607
937,1,3.6040554962646745
938,1,3.601279317697228
939,2,3.599574014909478
940,1,3.5968085106382977
941,6,3.5993623804463337
942,6,3.6019108280254777
943,2,3.6002120890774125
944,4,3.600635593220339
945,2,3.598941798941799
946,2,3.597251585623679
947,2,3.5955649419218587
948,5,3.5970464135021096
949,4,3.5974710221285564
950,1,3.594736842105263
951,1,3.5920084121976865
952,2,3.5903361344537816
953,6,3.5928646379853095
954,2,3.591194968553459
955,2,3.5895287958115185
956,1,3.5868200836820083
957,1,3.5841170323928946
958,2,3.5824634655532357
959,1,3.5797705943691347
960,2,3.578125
961,5,3.579604578563996
962,2,3.577962577962578
963,1,3.5752855659397715
964,1,3.5726141078838176
965,3,3.572020725388601
966,2,3.570393374741201
967,4,3.5708376421923473
968,6,3.5733471074380163
969,6,3.5758513931888545
970,2,3.5742268041237115
971,1,3.571575695159629
972,3,3.5709876543209877
973,3,3.5704008221993835
974,3,3.5698151950718686
975,2,3.568205128205128
976,2,3.5665983606557377
977,6,3.569089048106448
978,6,3.5715746421267895
979,3,3.570990806945863
980,1,3.5683673469387753
981,6,3.570846075433231
982,4,3.571283095723014
983,6,3.5737538148524925
984,1,3.571138211382114
985,2,3.569543147208122
986,2,3.5679513184584177
987,6,3.5704154002026343
988,4,3.57085020242915
989,2,3.5692618806875633
990,3,3.5686868686868687
991,6,3.571140262361251
992,4,3.5715725806451615
993,2,3.569989929506546
994,3,3.569416498993964
995,5,3.570854271356784
996,1,3.568273092369478
997,4,3.568706118355065
998,2,3.567134268537074
999,3,3.5665665665665665
1000,6,3.569
1001,5,3.5704295704295705
1002,2,3.568862275449102
1003,1,3.5663010967098705
1004,2,3.564741035856574
1005,3,3.564179104477612
1006,1,3.5616302186878728
1007,6,3.564051638530288
1008,4,3.564484126984127
1009,1,3.5619425173439048
1010,1,3.5594059405940595
1011,2,3.5578635014836797
1012,2,3.5563241106719365
1013,4,3.556762092793682
1014,5,3.5581854043392505
1015,1,3.555665024630542
1016,1,3.5531496062992125
1017,4,3.5535889872173057
1018,3,3.5530451866404715
1019,6,3.5554465161923456
1020,2,3.553921568627451
1021,4,3.55435847208619
1022,5,3.5557729941291587
1023,1,3.5532746823069403
1024,2,3.5517578125
1025,6,3.5541463414634147
1026,6,3.556530214424951
1027,4,3.5569620253164556
1028,1,3.554474708171206
1029,3,3.553935860058309
1030,2,3.5524271844660196
1031,5,3.5538312318137733
1032,2,3.552325581395349
1033,1,3.5498547918683445
1034,6,3.5522243713733075
1035,6,3.5545893719806765
1036,4,3.555019305019305
1037,5,3.556412729026037
1038,3,3.5558766859344892
1039,4,3.5563041385948027
1040,4,3.5567307692307693
1041,5,3.558117195004803
1042,6,3.560460652591171
1043,3,3.5599232981783318
1044,3,3.5593869731800765
1045,4,3.5598086124401913
1046,1,3.55736137667304
1047,4,3.5577841451766954
1048,4,3.558206106870229
1049,5,3.559580552907531
1050,3,3.559047619047619
1051,5,3.560418648905804
1052,6,3.5627376425855513
1053,4,3.56315289648623
1054,5,3.564516129032258
1055,1,3.562085308056872
1056,4,3.5625
1057,1,3.5600756859035005
1058,4,3.560491493383743
1059,4,3.5609065155807365
1060,4,3.561320754716981
1061,6,3.5636192271442035
1062,5,3.5649717514124295
1063,3,3.5644402634054564
1064,3,3.56390977443609
1065,6,3.5661971830985917
1066,5,3.5675422138836774
1067,3,3.5670103092783507
1068,2,3.5655430711610485
1069,1,3.5631431244153413
1070,5,3.5644859813084113
1071,3,3.5639589169000936
1072,4,3.564365671641791
1073,2,3.5629077353215286
1074,5,3.564245810055866
1075,4,3.564651162790698
1076,5,3.565985130111524
1077,1,3.563602599814299
1078,5,3.564935064935065
1079,4,3.5653382761816497
1080,1,3.562962962962963
1081,1,3.56059204440333
1082,4,3.5609981515711646
1083,1,3.558633425669437
1084,2,3.5571955719557193
1085,3,3.5566820276497695
1086,3,3.556169429097606
1087,1,3.5538178472861084
1088,4,3.5542279411764706
1089,3,3.553719008264463
1090,2,3.5522935779816516
1091,6,3.554537121906508
1092,5,3.5558608058608057
1093,5,3.557182067703568
1094,5,3.5585009140767823
1095,3,3.5579908675799086
1096,3,3.5574817518248176
1097,3,3.5569735642661806
1098,4,3.557377049180328
1099,1,3.5550500454959053
1100,6,3.557272727272727
1101,4,3.5576748410535877
1102,5,3.558983666061706
1103,4,3.5593834995466906
1104,2,3.5579710144927534
1105,6,3.560180995475113
1106,5,3.561482820976492
1107,2,3.5600722673893404
1108,2,3.558664259927798
1109,3,3.5581605049594227
1110,6,3.5603603603603604
1111,2,3.558955895589559
1112,4,3.5593525179856114
1113,1,3.5570530098831985
1114,5,3.55834829443447
1115,6,3.5605381165919283
1116,5,3.5618279569892475
1117,4,3.5622202327663386
1118,6,3.5644007155635062
1119,6,3.5665773011617516
